1374344043,0,0.3
1827336327,0,0.3
1350490027,0,0.4
861021530,0,0.4
1734575198,0,0.3
336465782,0,0.2
294702567,0,0.3
233665123,0,0.3
468703135,0,0.3
1937477084,0,1
2
1653377373,0,0.3
610515434,0,0.3
2038664370,0,0.3
596516649,0,0.3
1025202362,0,0.3
521595368,0,1
3
1131176229,0,0.3
1801979802,0,0.4
628175011,0,0.3
2084420925,0,0.2
635723058,0,1
4
1726956429,0,0.4
137806862,0,0.3
1656478042,0,0.3
1911759956,0,0.3
1129566413,0,0.3
749241873,0,0.3
1914544919,0,0.3
1585990364,0,0.3
1967513926,0,0.3
149798315,0,0.4
1540383426,0,0.3
719885386,0,0.3
511702305,0,1
6
1141616124,0,0.3
84353895,0,0.3
1424268980,0,0.3
2145174067,0,0.3
1101513929,0,0.3
1433925857,0,0.3
608413784,0,0.3
2001100545,0,1
7
424238335,0,1
7
1957747793,0,0.2
1315634022,0,0.3
2089018456,0,0.2
304089172,0,0.4
2044897763,0,0.3
1649760492,0,0.3
1998898814,0,0.3
1059961393,0,0.4
1303455736,0,0.3
1632621729,0,0.2
1369133069,0,1
8
1714636915,0,0.3
783368690,0,0.3
1365180540,0,0.4
1681692777,0,0.3
412776091,0,0.3
1159126505,0,0.3
805750846,0,0.3
1125898167,0,0.3
1100661313,0,0.4
48233367,0,1
4
8722862,0,1
9
005211,0,1
1102520059,0,0.3
73594324,0,1
42999170,0,0.3
2660336,0,1
5
6930886,0,0.1
5497281,0,1
756898537,0,0.3
89641421,0,1
859484421,0,0.3
4803526,0,1
8
2906996,0,1
939819582,0,0.3
04289383,0,0.3
005211,0,0.3
35005211,0,0.3
1973594324,0,0.3
5497281,0,1
2
89641421,0,1
846930886,0,0.3
572660336,0,0.3
2906996,0,1
4
8722862,0,1
1189641421,0,0.3
8722862,0,1
4
982906996,0,0.3
04289383,0,0.1
1548233367,0,0.3
04289383,0,0.4
1804289383,0,1
4
184803526,0,0.3
5497281,0,1
135497281,0,0.3
08340634,0,0.2
1098193842,0,0.2
1666231349,0,0.3
1043388777,0,1
2
1390387708,0,1
2
76065818,0,0.3
188213258,0,0.3
888482339,0,0.2
1186994949,0,0.3
192433878,0,0.3
438485374,0,0.3
648031326,0,0.3
