a,28800.001561450656,9587.5991216862
a,28800.301561450656,9587.1156106888
a,28800.601561450656,9586.6169032388
a,28800.901561450656,9586.1954436986
a,28801.201561450656,9585.7523911575
a,28801.501561450656,9585.2888994779
a,28801.801561450656,9584.8070783117
a,28802.101561450656,9584.3120739186
a,28802.401561450656,9583.8153546528
a,28802.701561450656,9583.3172127154
a,28803.001561450656,9582.8180783414
a,28803.301561450656,9582.3169531722
a,28803.601561450656,9582.1355126683
a,28803.901561450656,9582.3256842221
a,28804.101561450656,9582.7391151896
a,28804.301561450656,9583.1776803271
a,28804.501561450656,9583.2390010002
a,28804.701561450656,9583.169371978
a,28804.901561450656,9582.9157462706
a,28805.101561450656,9582.5862846571
a,28805.301561450656,9582.25435755
a,28805.601561450656,9581.758848348
a,28805.901561450656,9581.2635318658
a,28806.201561450656,9580.7677382068
a,28806.501561450656,9580.2718450655
a,28806.801561450656,9579.7764279058
a,28807.101561450656,9579.2808351429
a,28807.401561450656,9578.7842312641
a,28807.701561450656,9578.2871836505
a,28808.001561450656,9577.7896830046
a,28808.301561450656,9577.2924465432
a,28808.601561450656,9576.7951410278
a,28808.901561450656,9576.298293631
a,28809.201561450656,9575.8007997502
a,28809.501561450656,9575.3033208287
a,28809.801561450656,9574.8053884269
a,28810.101561450656,9574.3077606675
a,28810.401561450656,9573.8101451877
c,28814.301561450656,9567.1071241104
c,28814.601561450656,9566.5586307227
c,28814.901561450656,9566.0107292971
c,28815.201561450656,9565.4625565815
c,28815.501561450656,9564.9145426811
c,28815.801561450656,9564.3662764023
c,28816.101561450656,9563.8181456816
c,28816.401561450656,9563.2702553113
c,28816.701561450656,9562.7218167499
c,28817.001561450656,9562.1733683413
c,28817.301561450656,9561.6254880392
c,28817.601561450656,9561.0771792664
c,28817.901561450656,9560.528395125
c,28818.201561450656,9559.9801145476
c,28818.501561450656,9559.4316182517
c,28818.801561450656,9558.8830108436
c,28819.101561450656,9558.334642498
c,28819.401561450656,9557.7869681704
c,28819.701561450656,9557.252255225
c,28820.001561450656,9556.7320623879
c,28820.301561450656,9556.2116997702
c,28820.601561450656,9555.6912006997
c,28820.901561450656,9555.1703151483
c,28821.201561450656,9554.6496506775
c,28821.501561450656,9554.1289740407
c,28821.801561450656,9553.6081489087
c,28822.101561450656,9553.0874307714
c,28822.401561450656,9552.5141094191
c,28822.701561450656,9551.9322458889
c,28823.001561450656,9551.3503804989
c,28823.301561450656,9550.7684671149
c,28823.601561450656,9550.1861917386
c,28823.901561450656,9549.603568311
c,28824.201561450656,9549.0211650059
c,28824.501561450656,9548.4391209241
c,28824.801561450656,9547.8565022991
c,28825.101561450656,9547.2769008847
c,28825.301561450656,9546.9084740307
c,28825.501561450656,9546.5600438475
c,28825.701561450656,9546.2315328354
c,28825.901561450656,9545.9227311597
c,28826.101561450656,9545.6338321493
c,28826.301561450656,9545.3649545982
c,28826.501561450656,9545.1160985063
c,28826.701561450656,9544.8872638735
c,28826.901561450656,9544.6784507001
c,28827.101561450656,9544.4896589858
c,28827.301561450656,9544.3208887308
c,28827.501561450656,9544.172139935
c,28827.701561450656,9544.0434125985
c,28827.901561450656,9543.9347067211
c,28828.101561450656,9543.8460108368
c,28828.301561450656,9543.7773325896
c,28828.501561450656,9543.7286758016
c,28828.701561450656,9543.7000404729
c,28828.901561450656,9543.6913448931
c,28829.101561450656,9543.6913415606
c,28829.301561450656,9543.6913415606
c,28829.501561450656,9543.6913415606
